# room	name	n_truth_corners	IoU	truth_xy	est_xy
# Regenerated from the 594-room run so the mosaic samples the WHOLE corpus.
222	VVfe2KiqLaN_35b41dcbfcf84f96878f6ca28c70e5af	8	0.9790	6.6800,-1.6800 6.6800,4.3900 0.0000,4.3900 0.0000,0.7800 -1.6300,0.7800 -1.6300,-0.7900 0.0700,-0.7900 0.0700,-1.6800	-1.6700,-0.6000 -1.0600,-0.6100 -1.0700,-0.7500 -0.0200,-0.7600 -0.0300,-1.6300 6.6300,-1.7200 6.7000,4.3500 0.0400,4.4300 -0.0000,0.8400 -1.6500,0.8600
223	VVfe2KiqLaN_3e3839eafbd8467993527dffed63a8f7	8	0.9900	5.9300,-1.7900 5.9300,3.7700 -0.3900,3.7700 -0.3900,0.7400 -2.0700,0.7400 -2.0700,-0.7300 -0.4100,-0.7300 -0.4100,-1.7900	-2.0800,-0.7300 -0.4100,-0.7400 -0.4100,-1.7800 5.9100,-1.8200 5.9400,3.7400 -0.3800,3.7800 -0.4000,0.7700 -2.0700,0.7800
224	VVfe2KiqLaN_b6aff1ec4dd447c0ab21f2a6bf52e592	8	0.9890	4.6500,-1.8900 4.6500,3.8700 -1.4100,3.8700 -1.4100,0.6800 -3.1200,0.6800 -3.1200,-0.8500 -1.5000,-0.8500 -1.5000,-1.8900	-3.1300,-0.8600 -1.4400,-0.8700 -1.4400,-1.8900 2.6200,-1.8900 2.6200,-1.8200 4.6400,-1.8200 4.6400,3.8600 -1.4300,3.8700 -1.4400,0.7000 -3.1300,0.7000
225	VVfe2KiqLaN_e57c3575f3674cc782b1155b1de1d110	8	0.9860	2.7900,-0.6200 2.7900,6.0500 -0.2900,6.0500 -0.2900,7.8900 -1.8700,7.8900 -1.8700,6.2400 -2.9700,6.2400 -2.9700,-0.6200	-2.9600,-0.4600 -2.2400,-0.4600 -2.2400,-0.6300 2.8000,-0.6100 2.7800,6.0900 -0.3000,6.0800 -0.3100,7.8900 -1.9000,7.8800 -1.8900,6.0700 -2.9800,6.0700
226	VVfe2KiqLaN_f1a43d69cfc04812b3099e08fc27d56c	8	0.9980	3.8000,-1.8000 3.8000,3.7900 -2.4100,3.7900 -2.4100,0.7000 -4.3100,0.7000 -4.3100,-0.9000 -2.4300,-0.9000 -2.4300,-1.8000	-2.4200,-1.7900 3.8000,-1.7900 3.8000,3.7900 -2.4200,3.7900 -2.4200,0.7200 -4.3100,0.7200 -4.3100,-0.9100 -2.4200,-0.9100
227	Vt2qJdWjCF2_11089f92a044490ab8e3ecc2dc77eae5	8	0.9710	0.6300,-5.3100 0.6300,3.7700 -0.5500,3.7700 -0.5500,1.4400 -1.8800,1.4400 -1.8800,-1.7700 -0.4900,-1.7700 -0.4900,-5.3100	-1.8800,1.4500 -1.8700,-1.7700 -0.5100,-1.7700 -0.5100,-1.8600 -0.3500,-1.8600 -0.3500,-2.5500 -0.3500,-2.5500 -0.3500,-3.3700 -0.5100,-3.3700 -0.5100,-3.8500 -0.3500,-3.8500 -0.3500,-4.7600 -0.5100,-4.7600 -0.5100,-5.3100 0.6400,-5.3100 0.6300,3.7700 -0.5200,3.7700 -0.5200,1.4500
228	Vt2qJdWjCF2_179c962a0afc4030966f865350736980	6	0.9710	0.9200,-2.6200 0.9200,0.8300 -12.3000,0.8300 -12.3000,-0.9300 -6.4300,-0.9300 -6.4300,-2.6200	-6.4400,-2.6100 0.9100,-2.6700 0.9400,0.7800 -6.4300,0.8500 -6.4300,0.7600 -8.6200,0.7700 -8.6200,0.8600 -8.6900,0.8600 -8.6900,0.6800 -9.0800,0.6900 -9.0800,0.7400 -9.7100,0.7500 -9.7100,0.8700 -10.0200,0.8700 -10.0200,0.6800 -10.7700,0.6900 -10.7700,0.6800 -11.4200,0.6800 -11.4200,0.6800 -11.8500,0.6900 -11.8500,0.8900 -12.2800,0.8900 -12.3000,-0.8700 -6.4300,-0.9200
229	Vt2qJdWjCF2_282b31dbc77f419b880cbd2f9682a0ae	8	0.9910	2.9500,-1.7900 2.9500,-0.5500 5.9800,-0.5500 5.9800,0.5700 -2.3400,0.5700 -2.3400,-0.5400 -0.1200,-0.5400 -0.1200,-1.7900	-0.1300,-1.7900 2.9300,-1.8100 2.9400,-0.5600 5.9700,-0.5800 5.9700,0.5300 -2.3400,0.5800 -2.3500,-0.5300 -0.1300,-0.5500
230	Vt2qJdWjCF2_546d9775caef49f3a9d1d33a82114051	6	0.9980	1.2100,-5.1200 1.2100,2.3000 -0.9500,2.3000 -0.9500,1.0600 -2.9300,1.0600 -2.9300,-5.1200	-2.9200,-5.1200 1.2200,-5.1200 1.2300,2.3000 -0.9300,2.3000 -0.9300,1.0600 -2.9200,1.0600
231	Vt2qJdWjCF2_8192e5bea3554668be057df123f24bf3	10	0.9790	4.6300,-1.9300 4.6300,-0.8000 1.6000,-0.8000 1.6000,0.5400 -1.5000,0.5400 -1.5000,-0.7900 -5.5500,-0.7900 -5.5500,-3.0000 -2.5100,-3.0000 -2.5100,-1.9300	-5.5500,-0.8200 -5.5400,-2.8800 -5.0300,-2.8700 -5.0300,-3.0400 -2.5000,-3.0200 -2.5000,-1.9500 4.6300,-1.9000 4.6300,-0.7600 1.5900,-0.7800 1.5800,0.5400 -1.5200,0.5300 -1.5100,-0.8000
232	Vt2qJdWjCF2_89f1fd4ff49347de90ef043b8a1309a4	10	0.9780	1.8600,-3.6100 1.8600,-0.3900 0.4700,-0.3900 0.4700,2.7500 -1.3200,2.7500 -1.3200,0.4200 -0.6900,0.4200 -0.6900,-5.4000 0.5600,-5.4000 0.5600,-3.6100	-1.3000,2.7400 -1.3000,0.4100 -0.6800,0.4100 -0.6900,-5.4100 0.5000,-5.4200 0.5100,-3.6300 1.8600,-3.6300 1.8700,-0.4000 0.5100,-0.4000 0.5200,2.7300
233	Vt2qJdWjCF2_9eea9941c5a84c398b385d536fb474aa	6	0.9380	1.2600,-6.5300 1.2600,6.3300 -0.0800,6.3300 -0.0800,2.4000 -1.3700,2.4000 -1.3700,-6.5300	-1.3800,-3.2300 -1.2000,-3.2200 -1.2000,-3.6400 -1.1300,-3.6400 -1.1200,-6.5400 1.2700,-6.5300 1.2200,4.2000 1.0400,4.2000 1.0400,4.5800 1.0400,4.5800 1.0400,5.0600 1.2100,5.0600 1.2100,5.4700 1.0400,5.4700 1.0400,5.8800 1.2100,5.8800 1.2000,6.3200 -0.1400,6.3200 -0.1200,2.3800 -1.4000,2.3800
234	Vt2qJdWjCF2_a830196166e344299578c9d68d3665d2	10	0.9220	0.8200,-1.1900 0.8200,-0.5100 6.6200,-0.5100 6.6200,0.6100 4.8200,0.6100 4.8200,4.0400 1.6300,4.0400 1.6300,0.6100 -1.5900,0.6100 -1.5900,-1.1900	-1.4000,-1.2800 1.0100,-1.2300 0.9900,-0.5500 6.7900,-0.4300 6.7900,-0.3900 6.4800,-0.4000 6.4600,0.6800 4.9700,0.6500 4.9700,0.7900 4.7200,0.7900 4.7100,1.2300 4.9600,1.2300 4.9500,1.5100 4.7200,1.5100 4.7100,1.9600 4.8400,1.9700 4.7900,4.0700 1.7100,4.0100 1.7800,0.5800 -1.4400,0.5200
235	Vt2qJdWjCF2_affd403975a04befb62195d2aed06f93	8	0.9700	0.5200,-1.1900 0.5200,-0.5000 1.5700,-0.5000 1.5700,3.3500 -1.7600,3.3500 -1.7600,-0.5400 -0.7700,-0.5400 -0.7700,-1.1900	-0.8000,-1.1500 0.4900,-1.1500 0.4900,-0.4800 1.5500,-0.4900 1.5700,3.3800 -1.7500,3.4000 -1.7800,-0.4700 -0.7900,-0.4700
236	Vt2qJdWjCF2_cc3902e7d9b04494a69f384edce8617c	10	0.9690	6.6100,-1.8700 6.6100,0.8000 0.7800,0.8000 0.7800,2.0400 -0.7400,2.0400 -0.7400,0.8800 -5.7400,0.8800 -5.7400,-0.6200 -1.4600,-0.6200 -1.4600,-1.8700	-1.4500,-1.8600 3.6800,-1.8600 3.6800,-1.7400 6.6100,-1.7400 6.6100,0.8400 0.7800,0.8500 0.7800,2.0500 -0.6300,2.0500 -0.6300,0.8500 -5.7400,0.8500 -5.7400,-0.6300 -1.4500,-0.6300
237	Vt2qJdWjCF2_cd1682c0b41845eeaf6668f8eab2e191	6	1.0000	0.7700,-1.1700 0.7700,5.2700 -0.8800,5.2700 -0.8800,4.0200 -2.7400,4.0200 -2.7400,-1.1700	-2.7400,4.0100 -2.7300,-1.1900 0.7800,-1.1800 0.7700,5.2500 -0.8800,5.2500 -0.8800,4.0100
238	Vt2qJdWjCF2_ea385c52656c4ec385c2236d57ce5f05	10	0.9600	0.4300,-8.1300 0.4300,-3.8600 1.5600,-3.8600 1.5600,-0.6000 4.2600,-0.6000 4.2600,0.5900 1.6600,0.5900 1.6600,4.3900 -1.1200,4.3900 -1.1200,-8.1300	-1.1100,-5.2900 -0.9400,-5.2900 -0.9400,-5.8600 -1.0300,-5.8600 -1.0200,-8.1500 0.4600,-8.1500 0.4500,-3.8600 1.5800,-3.8600 1.5700,-0.5900 4.2500,-0.5900 4.2500,0.5900 1.5700,0.5900 1.5600,4.3900 -1.1300,4.3800
239	Vt2qJdWjCF2_ea3f8f1af29b48dc8e76dcb7668e3f3e	8	0.9830	-0.8000,-5.1400 -0.8000,-2.8600 0.5200,-2.8600 0.5200,0.1200 -0.7300,0.1200 -0.7300,2.4000 -1.9400,2.4000 -1.9400,-5.1400	-1.9200,2.4000 -1.9300,-5.1400 -0.7600,-5.1400 -0.7600,-2.8600 0.5300,-2.8600 0.5300,0.1100 -0.7600,0.1200 -0.7500,2.3900
240	Vt2qJdWjCF2_eeac358958f945e8bd5173e33f6c81b9	8	0.9850	1.5100,-3.1600 1.5100,0.4300 0.6100,0.4300 0.6100,3.8700 -0.5100,3.8700 -0.5100,0.3800 -1.3700,0.3800 -1.3700,-3.1600	-0.4900,3.8700 -0.5000,0.4000 -1.3500,0.4100 -1.3600,-3.1500 1.5100,-3.1600 1.5200,0.4000 0.6200,0.4000 0.6300,3.8700
241	Vt2qJdWjCF2_f14bfdf54f524272826962276b158689	8	0.9990	2.4400,-5.8200 2.4400,-4.1100 1.9900,-4.1100 1.9900,0.1300 -0.5200,0.1300 -0.5200,-2.9500 0.7400,-2.9500 0.7400,-5.8200	-0.5400,0.1200 -0.5300,-2.9500 0.7300,-2.9500 0.7400,-5.8200 2.4400,-5.8100 2.4300,-4.1100 1.9900,-4.1100 1.9800,0.1300
242	Vvot9Ly1tCj_0b2156c0034b43bc8b06023a4c4fe2db	6	0.9950	5.2300,-3.7800 5.2300,0.3700 0.5500,0.3700 0.5500,1.9900 -1.3700,1.9900 -1.3700,-3.7800	-1.3800,-3.7800 5.2200,-3.8000 5.2400,0.3600 0.5500,0.3700 0.5600,1.9900 -1.3600,2.0000
243	Vvot9Ly1tCj_15ef51c638de46f196fdd00a805e80c4	8	0.9780	0.2500,-3.5900 0.2500,-0.5200 1.8000,-0.5200 1.8000,0.5600 0.2200,0.5600 0.2200,1.8900 -3.9300,1.8900 -3.9300,-3.5900	-3.7200,1.9100 -3.7300,1.3500 -3.9000,1.3500 -3.9400,-3.5700 0.2300,-3.6000 0.2500,-0.5400 1.8100,-0.5500 1.8200,0.5300 0.2600,0.5400 0.2700,1.8700
244	Vvot9Ly1tCj_1d44101ccb254245afdba5eef63200f6	6	0.9980	0.5900,-1.6300 0.5900,-0.5900 7.1900,-0.5900 7.1900,6.3600 -0.7600,6.3600 -0.7600,-1.6300	-0.7400,-1.6400 0.5000,-1.6400 0.5000,-0.6000 7.2000,-0.5800 7.1800,6.3700 -0.7600,6.3500
245	Vvot9Ly1tCj_1ee4777aa75549f5bb8d1c8371c72fc1	6	0.9860	3.7500,-2.2300 3.7500,1.8000 -0.2000,1.8000 -0.2000,3.5900 -2.1900,3.5900 -2.1900,-2.2300	-2.1700,-2.2400 3.1500,-2.2100 3.1500,-2.0300 3.7600,-2.0200 3.7400,1.8300 -0.2000,1.8000 -0.2100,3.5900 -2.2100,3.5800
246	Vvot9Ly1tCj_29ce3d91cc444cf69654227e2e113a16	6	0.9990	4.2200,-1.5500 4.2200,7.1700 0.0500,7.1700 0.0500,0.9400 -7.7700,0.9400 -7.7700,-1.5500	4.2100,-1.5500 4.2200,7.1700 0.0500,7.1800 0.0400,0.9400 -7.7800,0.9500 -7.7800,-1.5400
247	Vvot9Ly1tCj_2cd333ec665f42ac814e6b95ae4fbda5	6	0.9960	2.2100,-2.7900 2.2100,1.8500 -2.5300,1.8500 -2.5300,-1.6300 -0.5100,-1.6300 -0.5100,-2.7900	-0.5200,-2.7800 2.2100,-2.7700 2.2000,1.8600 -2.5300,1.8600 -2.5300,-1.6200 -0.5200,-1.6200
248	Vvot9Ly1tCj_3454391896f8483495a88db58f2a30b7	6	0.8530	1.4500,-2.5800 1.4500,6.1400 -2.5400,6.1400 -2.5400,-0.1800 -10.0700,-0.1800 -10.0700,-2.5800	-9.9700,-2.2400 -8.5000,-2.2300 -8.5000,-2.4600 -7.7900,-2.4600 -7.7900,-2.2700 -6.0300,-2.2600 -6.0300,-2.4600 -1.2700,-2.4500 -1.2700,-2.2900 -0.4100,-2.2900 -0.4100,-2.4400 0.9700,-2.4400 0.9600,2.5000 1.3900,2.5000 1.3800,5.9100 -2.3100,5.9000 -2.3000,1.4900 -2.4500,1.4900 -2.4500,-0.0600 -2.5800,-0.0600 -2.5800,-0.2400 -9.9800,-0.2600
249	Vvot9Ly1tCj_5e829267d55f4008be713ab979f3e0b5	6	0.9950	0.7000,-1.2100 0.7000,2.0100 -5.0000,2.0100 -5.0000,0.0800 -0.8200,0.0800 -0.8200,-1.2100	-5.0000,0.0900 -0.8200,0.0800 -0.8200,-1.2100 0.7000,-1.2100 0.7100,2.0100 -5.0000,2.0200
250	Vvot9Ly1tCj_65404a6cb00f4598aa943d0ed191e4dd	6	0.9920	3.3400,-0.5700 3.3400,3.4700 -0.7300,3.4700 -0.7300,5.1400 -2.6800,5.1400 -2.6800,-0.5700	-2.6900,-0.5600 3.3300,-0.5900 3.3500,3.4400 -0.7300,3.4600 -0.7200,5.1400 -2.6600,5.1500
251	Vvot9Ly1tCj_69bfe7e5f2ee4facbc130becf22ff496	6	0.9990	2.0300,-4.6900 2.0300,-0.9900 1.2600,-0.9900 1.2600,0.7400 -1.5200,0.7400 -1.5200,-4.6900	-1.5300,0.7400 -1.5200,-4.6900 2.0300,-4.6800 2.0200,-0.9900 1.2500,-0.9900 1.2500,0.7400
252	Vvot9Ly1tCj_6bf4c6906bc64cacb55a9dc584388d77	6	0.9990	3.4400,-1.2800 3.4400,4.3000 -1.6900,4.3000 -1.6900,-4.1700 -0.4000,-4.1700 -0.4000,-1.2800	-1.6900,-4.1600 -0.3900,-4.1600 -0.3900,-1.2800 3.4400,-1.2800 3.4500,4.3000 -1.6800,4.3000
253	Vvot9Ly1tCj_6d1084f4dba747cc88730abb109d1a76	8	0.9900	3.5600,-3.3500 3.5600,4.2100 -3.0100,4.2100 -3.0100,1.3500 -3.4700,1.3500 -3.4700,-0.9600 -3.0300,-0.9600 -3.0300,-3.3500	-3.0700,-3.3200 3.5100,-3.3700 3.5700,4.1800 -3.0100,4.2400 -3.0300,1.3800 -3.4800,1.3800 -3.5000,-0.9200 -3.0500,-0.9200
254	Vvot9Ly1tCj_748f1839415c4d75af12d6fb742b0639	6	0.9940	3.4400,-4.2200 3.4400,1.9400 2.1700,1.9400 2.1700,0.8000 -1.4100,0.8000 -1.4100,-4.2200	-1.4000,-4.2200 3.4400,-4.2100 3.4400,1.9400 2.1700,1.9400 2.1700,0.8100 -1.4100,0.8000
255	Vvot9Ly1tCj_7ad0587e953d43e2b5824a6cf80084e9	8	0.9880	1.4500,-2.7500 1.4500,0.3200 2.9300,0.3200 2.9300,1.4400 1.5400,1.4400 1.5400,2.8600 -2.4000,2.8600 -2.4000,-2.7500	-2.3900,2.8800 -2.4300,-2.7300 1.4500,-2.7500 1.4700,0.3200 2.9300,0.3100 2.9300,1.4400 1.4800,1.4500 1.4800,2.8600
256	Vvot9Ly1tCj_bab3fc6b17774cf6ac3dac4c9ac670bb	8	0.9280	0.1600,-3.8700 0.1600,-1.7200 1.4100,-1.7200 1.4100,-0.0400 2.3400,-0.0400 2.3400,1.1400 -3.4400,1.1400 -3.4400,-3.8700	-3.5600,-2.9100 -3.4500,-2.9100 -3.4700,-3.6800 0.0300,-3.7700 0.0800,-1.6300 1.3200,-1.6700 1.3600,0.1000 2.3000,0.0800 2.3300,1.1800 -0.7600,1.2600 -0.7600,1.1300 -3.4600,1.2000
257	Vvot9Ly1tCj_c313e18d8f404a86b7d80b2845334ff5	6	0.9870	0.5600,-5.8200 0.5600,-0.4400 4.3600,-0.4400 4.3600,5.2000 -0.8000,5.2000 -0.8000,-5.8200	-0.7700,-5.8300 0.6000,-5.8300 0.5700,-0.4400 4.3700,-0.4300 4.3400,5.2100 -0.8100,5.1900
258	Vvot9Ly1tCj_db1c82faa15640afa3048f71246ba621	6	0.9950	1.9000,-2.9900 1.9000,0.9400 1.0200,0.9400 1.0200,2.8800 -1.8900,2.8800 -1.8900,-2.9900	-1.8800,2.8800 -1.8800,-2.9900 1.7500,-2.9900 1.7500,-2.3500 1.9100,-2.3500 1.9100,0.9400 1.0400,0.9400 1.0400,2.8800
259	Vvot9Ly1tCj_ed39e17ee82f43988e8ede839b9358ae	6	1.0000	1.0000,-1.3300 1.0000,-0.5000 2.7900,-0.5000 2.7900,2.3000 -3.7100,2.3000 -3.7100,-1.3300	-3.7200,-1.3400 1.0000,-1.3400 1.0000,-0.5100 2.7800,-0.5100 2.7800,2.2900 -3.7200,2.2900
260	Vvot9Ly1tCj_ff666d48400744e5b1c0b0ed48217391	8	0.9120	-0.2800,-2.2900 -0.2800,-0.5500 0.5700,-0.5500 0.5700,0.6100 -5.0300,0.6100 -5.0300,-4.2500 -1.4900,-4.2500 -1.4900,-2.2900	-5.2800,0.6000 -5.1000,0.6100 -4.9800,-4.2000 -1.6200,-4.1200 -1.6700,-2.1700 -0.4600,-2.1400 -0.5100,-0.3900 0.3400,-0.3700 0.3100,0.6400 -2.4000,0.5700 -2.4000,0.7200 -5.2900,0.6400
261	VzqfbhrpDEA_133f53368f164e1d9ec08f6f98369f1b	8	0.9150	1.4500,-0.8700 1.4500,-0.4600 5.5700,-0.4600 5.5700,7.5700 2.1800,7.5700 2.1800,5.1200 -1.8200,5.1200 -1.8200,-0.8700	-1.7400,-1.0400 1.3100,-0.8500 1.2800,-0.4700 5.5700,-0.2100 5.0900,7.6600 3.3900,7.5600 3.3800,7.7100 1.6800,7.6000 1.8300,5.1600 -1.9000,4.9300 -1.7200,1.9500 -1.9200,1.9400
262	VzqfbhrpDEA_54bad10553c44721a9b6d5bb822e1d3f	6	0.9960	3.3400,-0.7400 3.3400,5.1000 -2.7800,5.1000 -2.7800,4.5700 -3.6700,4.5700 -3.6700,-0.7400	-3.6700,-0.6600 -2.0600,-0.6600 -2.0600,-0.7500 3.3400,-0.7400 3.3400,5.0900 -2.7900,5.0900 -2.7900,4.5200 -3.6700,4.5200
263	VzqfbhrpDEA_63dcba1c6ee545ffb1909bf229d0dfa9	6	0.9630	3.3100,-2.9000 3.3100,2.4800 -2.6000,2.4800 -2.6000,1.9500 -3.3400,1.9500 -3.3400,-2.9000	-3.3600,-2.8900 -0.2400,-2.9100 -0.2400,-2.7500 0.3600,-2.7500 0.3600,-2.6500 3.1300,-2.6700 3.1300,-2.2100 3.2900,-2.2100 3.3200,2.4500 2.7100,2.4500 2.7000,2.3300 1.5900,2.3400 1.5900,2.4600 -2.5800,2.4800 -2.5900,1.9500 -3.3300,1.9600
264	VzqfbhrpDEA_6f18db4cdf70471dac7f545b9fb08163	6	0.9780	1.9300,-2.4600 1.9300,0.9100 -4.2700,0.9100 -4.2700,-0.7200 -0.2500,-0.7200 -0.2500,-2.4600	-4.2600,-0.7500 -0.2500,-0.7200 -0.2300,-2.4600 1.9400,-2.4500 1.9200,0.9300 -3.7800,0.8800 -3.7700,0.7100 -4.2700,0.7100
265	VzqfbhrpDEA_8630d0d97d4c4767b37488dfbe97f51b	6	0.9790	0.6300,-5.1500 0.6300,3.1200 -1.5500,3.1200 -1.5500,-0.2800 -0.8800,-0.2800 -0.8800,-5.1500	-0.8300,-5.1600 0.6800,-5.1500 0.6200,3.1300 -1.5600,3.1100 -1.5300,-0.3000 -0.8600,-0.2900
266	VzqfbhrpDEA_9127aae77ad348eb8fd02f7cd52a3ce5	6	1.0000	3.5600,-0.8500 3.5600,0.6300 1.2100,0.6300 1.2100,2.5900 -5.1000,2.5900 -5.1000,-0.8500	-5.1000,-0.8500 3.5700,-0.8400 3.5700,0.6400 1.2100,0.6400 1.2100,2.6000 -5.1000,2.5900
267	VzqfbhrpDEA_98adaae2e097459da98a6bfc3cf42cc4	10	0.9840	4.3100,-3.9500 4.3100,1.6300 1.9500,1.6300 1.9500,3.6100 -0.7500,3.6100 -0.7500,1.6000 -3.0600,1.6000 -3.0600,-3.5500 -1.4500,-3.5500 -1.4500,-3.9500	-3.0800,-3.5000 -1.4400,-3.5200 -1.4400,-3.9200 4.2800,-3.9800 4.3400,1.6000 1.9900,1.6200 2.0100,3.6100 -0.7000,3.6300 -0.7200,1.6500 -3.0300,1.6700
268	VzqfbhrpDEA_a26f1480cb934ad2ba3fa36542dffaf0	8	0.9890	9.1000,-1.8000 9.1000,0.8600 1.7200,0.8600 1.7200,7.0400 -2.4200,7.0400 -2.4200,0.8100 -2.9300,0.8100 -2.9300,-1.8000	-2.9400,-1.8200 9.1000,-1.7800 9.0900,0.8700 1.7100,0.8500 1.6900,7.0300 -2.4500,7.0200 -2.4300,0.8300 -2.9500,0.8300
269	VzqfbhrpDEA_bff9c16c112048898cedad2b5d3cbe32	8	0.9850	5.9400,-5.2400 5.9400,1.0700 1.9000,1.0700 1.9000,0.3400 1.4400,0.3400 1.4400,0.9200 -1.8200,0.9200 -1.8200,-5.2400	-1.7900,-5.1900 -0.6500,-5.1800 -0.6500,-5.2700 5.9700,-5.2100 5.9200,1.0400 1.9300,1.0000 1.9300,0.3500 1.4700,0.3400 1.4600,1.0000 -1.8400,0.9700
270	VzqfbhrpDEA_e557a32bdc27490ea03fe8751e631dca	6	0.9930	5.3100,-3.2900 5.3100,4.3700 2.8400,4.3700 2.8400,3.1000 -1.7800,3.1000 -1.7800,-3.2900	-1.7700,-3.1800 -0.7400,-3.1700 -0.7400,-3.2900 5.3200,-3.2700 5.3000,4.3900 2.8300,4.3900 2.8300,3.1100 -1.7900,3.1000
271	WYY7iVyf5p8_081c771fb2d5416e8f7a2c97188d5dfd	6	0.9840	1.5200,-1.4800 1.5200,3.6300 -1.5000,3.6300 -1.5000,1.7100 -1.9700,1.7100 -1.9700,-1.4800	-1.4600,3.6500 -1.4800,1.7300 -1.9400,1.7300 -1.9800,-1.4500 1.5100,-1.4900 1.5700,3.6200
272	WYY7iVyf5p8_283b127133c543039e562ffb158d3446	8	1.0000	2.7200,-2.1700 2.7200,3.0100 0.2200,3.0100 0.2200,6.3000 -1.2300,6.3000 -1.2300,0.4900 -2.9500,0.4900 -2.9500,-2.1700	-1.2200,6.3000 -1.2200,0.4900 -2.9400,0.4900 -2.9400,-2.1700 2.7200,-2.1700 2.7200,3.0000 0.2300,3.0100 0.2300,6.3000
273	WYY7iVyf5p8_4eb7ce12528041d3a3bf0c1c57846411	8	0.9820	2.7200,-3.0700 2.7200,1.4400 -0.2100,1.4400 -0.2100,3.2400 -1.2500,3.2400 -1.2500,1.3700 -3.7500,1.3700 -3.7500,-3.0700	-3.7600,-3.0600 2.7100,-3.1000 2.7400,1.3800 -0.1700,1.4000 -0.1600,3.2300 -1.2300,3.2400 -1.2400,1.4100 -3.7200,1.4300
274	WYY7iVyf5p8_63ef05e0d28c49c4b8264f736d9c92f9	10	0.9920	2.8600,-3.9900 2.8600,1.0000 0.2700,1.0000 0.2700,4.3500 -1.9400,4.3500 -1.9400,1.1700 -1.0300,1.1700 -1.0300,-1.3300 -3.0900,-1.3300 -3.0900,-3.9900	-3.0900,-4.0000 2.8600,-3.9900 2.8500,1.0000 0.2700,1.0000 0.2600,4.3500 -1.9600,4.3500 -1.9500,1.1700 -1.0300,1.1700 -1.0300,-1.3300 -3.0900,-1.3300
275	WYY7iVyf5p8_6e826145a28a4855af5fbbeed8348b14	8	0.9970	3.2300,-5.3100 3.2300,-0.7400 5.0700,-0.7400 5.0700,1.7000 -0.8200,1.7000 -0.8200,-3.3500 1.7600,-3.3500 1.7600,-5.3100	-0.8300,1.6900 -0.8200,-3.3500 1.7500,-3.3500 1.7500,-5.3100 3.2400,-5.3100 3.2300,-0.7500 5.0600,-0.7400 5.0600,1.7100
276	WYY7iVyf5p8_94f10c8ced74447f943cd132c3e590a0	12	0.9780	3.2900,-3.1200 3.2900,0.2400 1.3100,0.2400 1.3100,1.7500 -1.5900,1.7500 -1.5900,0.9000 -6.3600,0.9000 -6.3600,-2.0300 -1.6900,-2.0300 -1.6900,-0.5300 -0.1000,-0.5300 -0.1000,-3.1200	-0.1300,-3.1200 3.2700,-3.1400 3.2900,0.2200 1.3100,0.2300 1.3200,1.7400 -1.5800,1.7600 -1.5900,0.9100 -1.7100,0.9100 -1.7100,0.7500 -2.1200,0.7500 -2.1200,0.9200 -6.3500,0.9500 -6.3700,-1.9800 -1.7100,-2.0200 -1.6900,-0.5100 -0.1100,-0.5200
277	WYY7iVyf5p8_a4f570759107410fb03ace49b814346b	8	0.9860	4.0600,-3.1100 4.0600,1.7600 -1.8800,1.7600 -1.8800,0.7800 -3.0100,0.7800 -3.0100,0.3200 -9.5200,0.3200 -9.5200,-3.1100	-9.5200,-3.0900 4.0600,-3.1300 4.0800,1.7400 2.3500,1.7500 2.3500,1.6200 -0.1000,1.6300 -0.1000,1.7500 -1.8600,1.7600 -1.8600,0.7800 -3.0000,0.7800 -3.0000,0.3200 -9.5100,0.3400
278	WYY7iVyf5p8_e20df3d9cd3a4b059ed7acf2238a29b3	8	0.9970	0.6000,-2.0400 0.6000,4.0700 -3.9000,4.0700 -3.9000,1.1700 -5.8100,1.1700 -5.8100,-0.0000 -3.4700,-0.0000 -3.4700,-2.0400	-5.8100,1.1700 -5.8100,-0.0100 -3.4600,-0.0100 -3.4600,-2.0400 0.6100,-2.0400 0.6000,4.0800 -3.9000,4.0700 -3.9000,1.1700
279	WYY7iVyf5p8_ece231cb606d4e7793fbd8ef5801ee10	8	0.9940	4.0600,-1.4300 4.0600,3.5300 1.4900,3.5300 1.4900,5.0800 0.1300,5.0800 0.1300,1.0100 -1.8800,1.0100 -1.8800,-1.4300	-1.8700,-1.4200 4.0700,-1.4100 4.0600,3.5600 1.5000,3.5500 1.5000,5.0900 0.1200,5.0900 0.1300,1.0200 -1.8800,1.0200
280	WYY7iVyf5p8_f024612e20c544e29823e91d6d1c94f6	8	0.9860	3.0100,-3.9800 3.0100,1.0900 -3.3600,1.0900 -3.3600,0.0600 -5.5400,0.0600 -5.5400,-0.4600 -10.4500,-0.4600 -10.4500,-3.9800	-10.4500,-3.9600 3.0000,-3.9800 3.0100,0.7200 1.3100,0.7300 1.3100,1.0900 -3.4000,1.1000 -3.4000,0.0700 -5.5400,0.0700 -5.5500,-0.4500 -10.4500,-0.4400
281	WYY7iVyf5p8_f6b5c5032227489db09df8222a6b4488	8	0.9950	3.7500,-4.9500 3.7500,0.0400 0.5100,0.0400 0.5100,2.0500 -0.5700,2.0500 -0.5700,0.0200 -3.3500,0.0200 -3.3500,-4.9500	-3.3200,-4.9700 3.7800,-4.9300 3.7500,0.0500 0.5200,0.0300 0.5100,2.0500 -0.5900,2.0400 -0.5800,0.0300 -3.3500,0.0100
